PKDATAROWID,FLGEXSDE,FLGEXKEL,FLGEXAUC,FLGEXST,NDOSEI,PKPCOM,MIDPNTN,MIDPNTA,MIDPNTNU,MIDPNTAU,RATEN,RATEA,RATENU,RATEAU
33238951,0,1,0,0,1,,,,,,,,,
33238952,0,1,0,0,1,,,,,,,,,
33238953,0,1,0,0,1,,,,,,,,,
33238954,0,0,0,0,1,,,,,,,,,
33238955,0,0,0,0,1,,,,,,,,,
33238956,0,0,0,0,1,,,,,,,,,
33238957,0,0,0,0,1,,,,,,,,,
33238958,0,0,0,0,1,,,,,,,,,
33238705,0,1,0,0,1,,,,,,,,,
33238707,0,1,0,0,1,,,,,,,,,
33238708,0,1,0,0,1,,,,,,,,,
33238709,0,1,0,0,1,,,,,,,,,
33238710,0,1,0,0,1,,,,,,,,,
33238711,0,1,0,0,1,,,,,,,,,
33238712,0,1,0,0,1,,,,,,,,,
33238713,0,1,0,0,1,,,,,,,,,
33238714,0,1,0,0,1,,,,,,,,,
33238715,0,1,0,0,1,,,,,,,,,
33238716,0,1,0,0,1,,,,,,,,,
33238717,0,1,0,0,1,,,,,,,,,
33238718,0,1,0,0,1,,,,,,,,,
33238719,0,0,0,0,1,,,,,,,,,
33238720,0,0,0,0,1,,,,,,,,,
33238721,0,0,0,0,1,,,,,,,,,
33238722,0,1,0,0,1,,,,,,,,,
33238741,0,1,0,0,1,,,,,,,,,
33238743,0,1,0,0,1,,,,,,,,,
33238744,0,1,0,0,1,,,,,,,,,
33238745,0,1,0,0,1,,,,,,,,,
33238746,0,1,0,0,1,,,,,,,,,
33238747,0,1,0,0,1,,,,,,,,,
33238748,0,1,0,0,1,,,,,,,,,
33238749,0,1,0,0,1,,,,,,,,,
33238750,0,1,0,0,1,,,,,,,,,
33238751,0,1,0,0,1,,,,,,,,,
33238752,0,1,0,0,1,,,,,,,,,
33238753,0,1,0,0,1,,,,,,,,,
33238754,0,1,0,0,1,,,,,,,,,
33238755,0,0,0,0,1,,,,,,,,,
33238756,0,0,0,0,1,,,,,,,,,
33238757,0,0,0,0,1,,,,,,,,,
33238758,0,1,0,0,1,,,,,,,,,
33239079,0,1,0,0,1,,,,,,,,,
33239080,0,1,0,0,1,,,,,,,,,
33239081,0,1,0,0,1,,,,,,,,,
33239083,0,1,0,0,1,,,,,,,,,
33239085,0,1,0,0,1,,,,,,,,,
33239087,0,1,0,0,1,,,,,,,,,
33239088,0,1,0,0,1,,,,,,,,,
33239089,0,1,0,0,1,,,,,,,,,
33239090,0,1,0,0,1,,,,,,,,,
33239091,0,1,0,0,1,,,,,,,,,
33239092,0,1,0,0,1,,,,,,,,,
33239093,0,1,0,0,1,,,,,,,,,
33239094,0,0,0,0,1,,,,,,,,,
33239095,0,0,0,0,1,,,,,,,,,
33239096,0,0,0,0,1,,,,,,,,,
33239097,0,0,0,0,1,,,,,,,,,
33239098,0,0,0,0,1,,,,,,,,,
33238651,0,1,0,0,1,,,,,,,,,
33238653,0,1,0,0,1,,,,,,,,,
33238654,0,1,0,0,1,,,,,,,,,
33238655,0,1,0,0,1,,,,,,,,,
33238656,0,1,0,0,1,,,,,,,,,
33238657,0,1,0,0,1,,,,,,,,,
33238658,0,1,0,0,1,,,,,,,,,
33238659,0,1,0,0,1,,,,,,,,,
33238660,0,1,0,0,1,,,,,,,,,
33238661,0,1,0,0,1,,,,,,,,,
33238662,0,1,0,0,1,,,,,,,,,
33238663,0,1,0,0,1,,,,,,,,,
33238664,0,1,0,0,1,,,,,,,,,
33238665,0,0,0,0,1,,,,,,,,,
33238666,0,0,0,0,1,,,,,,,,,
33238667,0,0,0,0,1,,,,,,,,,
33238668,0,1,0,0,1,,,,,,,,,
33239299,0,1,0,0,1,,,,,,,,,
33239300,0,1,0,0,1,,,,,,,,,
33239301,0,1,0,0,1,,,,,,,,,
33239303,0,1,0,0,1,,,,,,,,,
33239305,0,1,0,0,1,,,,,,,,,
33239307,0,1,0,0,1,,,,,,,,,
33239308,0,1,0,0,1,,,,,,,,,
33239309,0,1,0,0,1,,,,,,,,,
33239310,0,1,0,0,1,,,,,,,,,
33239311,0,1,0,0,1,,,,,,,,,
33239312,0,1,0,0,1,,,,,,,,,
33239313,0,1,0,0,1,,,,,,,,,
33239314,0,0,0,0,1,,,,,,,,,
33239315,0,0,0,0,1,,,,,,,,,
33239316,0,0,0,0,1,,,,,,,,,
33239317,0,0,0,0,1,,,,,,,,,
33239318,0,0,0,0,1,,,,,,,,,
33238597,0,1,0,0,1,,,,,,,,,
33238599,0,1,0,0,1,,,,,,,,,
33238600,0,1,0,0,1,,,,,,,,,
33238601,0,1,0,0,1,,,,,,,,,
33238602,0,1,0,0,1,,,,,,,,,
33238603,0,1,0,0,1,,,,,,,,,
33238604,0,1,0,0,1,,,,,,,,,
33238605,0,1,0,0,1,,,,,,,,,
33238606,0,1,0,0,1,,,,,,,,,
33238607,0,1,0,0,1,,,,,,,,,
33238608,0,1,0,0,1,,,,,,,,,
33238609,0,1,0,0,1,,,,,,,,,
33238610,0,1,0,0,1,,,,,,,,,
33238611,0,0,0,0,1,,,,,,,,,
33238612,0,0,0,0,1,,,,,,,,,
33238613,0,0,0,0,1,,,,,,,,,
33238614,0,1,0,0,1,,,,,,,,,
33238799,0,1,0,0,1,,,,,,,,,
33238800,0,1,0,0,1,,,,,,,,,
33238801,0,1,0,0,1,,,,,,,,,
33238803,0,1,0,0,1,,,,,,,,,
33238805,0,1,0,0,1,,,,,,,,,
33238807,0,1,0,0,1,,,,,,,,,
33238808,0,1,0,0,1,,,,,,,,,
33238809,0,1,0,0,1,,,,,,,,,
33238810,0,1,0,0,1,,,,,,,,,
33238811,0,1,0,0,1,,,,,,,,,
33238812,0,1,0,0,1,,,,,,,,,
33238813,0,1,0,0,1,,,,,,,,,
33238814,0,1,0,0,1,,,,,,,,,
33238815,0,0,0,0,1,,,,,,,,,
33238816,0,0,0,0,1,,,,,,,,,
33238817,0,0,0,0,1,,,,,,,,,
33238818,0,1,0,0,1,,,,,,,,,
33238899,0,1,0,0,1,,,,,,,,,
33238900,0,1,0,0,1,,,,,,,,,
33238901,0,1,0,0,1,,,,,,,,,
33238903,0,1,0,0,1,,,,,,,,,
33238905,0,1,0,0,1,,,,,,,,,
33238907,0,1,0,0,1,,,,,,,,,
33238908,0,1,0,0,1,,,,,,,,,
33238909,0,1,0,0,1,,,,,,,,,
33238910,0,1,0,0,1,,,,,,,,,
33238911,0,1,0,0,1,,,,,,,,,
33238912,0,1,0,0,1,,,,,,,,,
33238913,0,1,0,0,1,,,,,,,,,
33238914,0,1,0,0,1,,,,,,,,,
33238915,0,0,0,0,1,,,,,,,,,
33238916,0,0,0,0,1,,,,,,,,,
33238917,0,0,0,0,1,,,,,,,,,
33238918,0,0,0,0,1,,,,,,,,,
33239139,0,1,0,0,1,,,,,,,,,
33239140,0,1,0,0,1,,,,,,,,,
33239141,0,1,0,0,1,,,,,,,,,
33239143,0,1,0,0,1,,,,,,,,,
33239145,0,1,0,0,1,,,,,,,,,
33239147,0,1,0,0,1,,,,,,,,,
33239148,0,1,0,0,1,,,,,,,,,
33239149,0,1,0,0,1,,,,,,,,,
33239150,0,1,0,0,1,,,,,,,,,
33239151,0,1,0,0,1,,,,,,,,,
33239152,0,1,0,0,1,,,,,,,,,
33239153,0,1,0,0,1,,,,,,,,,
33239154,0,1,0,0,1,,,,,,,,,
33239155,0,1,0,0,1,,,,,,,,,
33239156,0,0,0,0,1,,,,,,,,,
33239157,0,0,0,0,1,,,,,,,,,
33239158,0,0,0,0,1,,,,,,,,,
33238669,0,1,0,0,1,,,,,,,,,
33238671,0,1,0,0,1,,,,,,,,,
33238672,0,1,0,0,1,,,,,,,,,
33238673,0,1,0,0,1,,,,,,,,,
33238674,0,1,0,0,1,,,,,,,,,
33238675,0,1,0,0,1,,,,,,,,,
33238676,0,1,0,0,1,,,,,,,,,
33238677,0,1,0,0,1,,,,,,,,,
33238678,0,1,0,0,1,,,,,,,,,
33238679,0,1,0,0,1,,,,,,,,,
33238680,0,1,0,0,1,,,,,,,,,
33238681,0,0,0,0,1,,,,,,,,,
33238682,0,0,0,0,1,,,,,,,,,
33238683,0,0,0,0,1,,,,,,,,,
33238684,0,0,0,0,1,,,,,,,,,
33238685,0,1,0,0,1,,,,,,,,,
33238686,0,1,0,0,1,,,,,,,,,
33239099,0,1,0,0,1,,,,,,,,,
33239100,0,1,0,0,1,,,,,,,,,
33239101,0,1,0,0,1,,,,,,,,,
33239103,0,1,0,0,1,,,,,,,,,
33239105,0,1,0,0,1,,,,,,,,,
33239107,0,1,0,0,1,,,,,,,,,
33239108,0,1,0,0,1,,,,,,,,,
33239109,0,1,0,0,1,,,,,,,,,
33239110,0,1,0,0,1,,,,,,,,,
33239111,0,1,0,0,1,,,,,,,,,
33239112,0,1,0,0,1,,,,,,,,,
33239113,0,0,0,0,1,,,,,,,,,
33239114,0,0,0,0,1,,,,,,,,,
33239115,0,0,0,0,1,,,,,,,,,
33239116,0,0,0,0,1,,,,,,,,,
33239117,0,0,0,0,1,,,,,,,,,
33239118,0,0,0,0,1,,,,,,,,,
33239359,0,1,0,0,1,,,,,,,,,
33239360,0,1,0,0,1,,,,,,,,,
33239361,0,1,0,0,1,,,,,,,,,
33239363,0,1,0,0,1,,,,,,,,,
33239365,0,1,0,0,1,,,,,,,,,
33239367,0,0,0,0,1,,,,,,,,,
33239368,0,0,0,0,1,,,,,,,,,
33239369,0,0,0,0,1,,,,,,,,,
33239370,0,0,0,0,1,,,,,,,,,
33239371,0,0,0,0,1,,,,,,,,,
33239372,0,0,0,0,1,,,,,,,,,
33239373,0,0,0,0,1,,,,,,,,,
33239374,0,0,0,0,1,,,,,,,,,
33239375,0,0,0,0,1,,,,,,,,,
33239376,0,0,0,0,1,,,,,,,,,
33238561,0,1,0,0,1,,,,,,,,,
33238563,0,1,0,0,1,,,,,,,,,
33238564,0,1,0,0,1,,,,,,,,,
33238565,0,1,0,0,1,,,,,,,,,
33238566,0,1,0,0,1,,,,,,,,,
33238567,0,1,0,0,1,,,,,,,,,
33238568,0,1,0,0,1,,,,,,,,,
33238569,0,1,0,0,1,,,,,,,,,
33238570,0,1,0,0,1,,,,,,,,,
33238571,0,1,0,0,1,,,,,,,,,
33238572,0,1,0,0,1,,,,,,,,,
33238573,0,1,0,0,1,,,,,,,,,
33238574,0,1,0,0,1,,,,,,,,,
33238575,0,0,0,0,1,,,,,,,,,
33238576,0,0,0,0,1,,,,,,,,,
33238577,0,0,0,0,1,,,,,,,,,
33238578,0,1,0,0,1,,,,,,,,,
33239179,0,1,0,0,1,,,,,,,,,
33239180,0,1,0,0,1,,,,,,,,,
33239181,0,1,0,0,1,,,,,,,,,
33239183,0,1,0,0,1,,,,,,,,,
33239185,0,1,0,0,1,,,,,,,,,
33239187,0,1,0,0,1,,,,,,,,,
33239188,0,1,0,0,1,,,,,,,,,
33239189,0,1,0,0,1,,,,,,,,,
33239190,0,1,0,0,1,,,,,,,,,
33239191,0,1,0,0,1,,,,,,,,,
33239192,0,1,0,0,1,,,,,,,,,
33239193,0,1,0,0,1,,,,,,,,,
33239194,0,1,0,0,1,,,,,,,,,
33239195,0,1,0,0,1,,,,,,,,,
33239196,0,0,0,0,1,,,,,,,,,
33239197,0,0,0,0,1,,,,,,,,,
33239198,0,0,0,0,1,,,,,,,,,
33239319,0,1,0,0,1,,,,,,,,,
33239320,0,1,0,0,1,,,,,,,,,
33239321,0,1,0,0,1,,,,,,,,,
33239323,0,1,0,0,1,,,,,,,,,
33239325,0,1,0,0,1,,,,,,,,,
33239327,0,1,0,0,1,,,,,,,,,
33239328,0,1,0,0,1,,,,,,,,,
33239329,0,1,0,0,1,,,,,,,,,
33239330,0,1,0,0,1,,,,,,,,,
33239331,0,1,0,0,1,,,,,,,,,
33239332,0,1,0,0,1,,,,,,,,,
33239333,0,1,0,0,1,,,,,,,,,
33239334,0,1,0,0,1,,,,,,,,,
33239335,0,1,0,0,1,,,,,,,,,
33239336,0,0,0,0,1,,,,,,,,,
33239337,0,0,0,0,1,,,,,,,,,
33239338,0,0,0,0,1,,,,,,,,,
